playerID,birthYear,birthMonth,birthDay,birthCountry,birthState,birthCity,deathYear,deathMonth,deathDay,deathCountry,deathState,deathCity,nameFirst,nameLast,nameGiven,weight,height,bats,throws,debut,finalGame,retroID,bbrefID,deathDate,birthDate
dukesel01,1984,6,26,USA,FL,Homestead,NA,NA,NA,NA,NA,NA,Elijah,Dukes,Elijah David,225,74,R,R,2007-04-02,2009-10-04,dukee001,dukesel01,NA,1984-06-26
dukeza01,1983,4,19,USA,TX,Clifton,NA,NA,NA,NA,NA,NA,Zach,Duke,Zachary Thomas,210,74,L,L,2005-07-02,2018-09-30,dukez001,dukeza01,NA,1983-04-19
dullry01,1989,10,2,USA,NC,Winston-Salem,NA,NA,NA,NA,NA,NA,Ryan,Dull,Ryan Christopher,175,69,R,R,2015-09-01,2018-09-28,dullr001,dullry01,NA,1989-10-02
dumatph01,1981,7,12,USA,CA,Bakersfield,NA,NA,NA,NA,NA,NA,Phil,Dumatrait,Phillip Anthony,210,74,R,L,2007-08-02,2011-09-26,dumap001,dumatph01,NA,1981-07-12
duncach01,1981,5,5,USA,AZ,Tucson,NA,NA,NA,NA,NA,NA,Chris,Duncan,Christopher Edwin,210,77,L,R,2005-09-10,2009-07-20,duncc002,duncach01,NA,1981-05-05
duncaco01,1974,10,9,USA,AL,Mobile,NA,NA,NA,NA,NA,NA,Courtney,Duncan,Courtney Demond,185,72,L,R,2001-04-02,2002-06-01,duncc001,duncaco01,NA,1974-10-09
duncaje01,1978,12,9,USA,IL,Harvey,NA,NA,NA,NA,NA,NA,Jeff,Duncan,Jeffrey Matthew,180,74,L,L,2003-05-20,2004-05-05,duncj001,duncaje01,NA,1978-12-09
duncash01,1979,9,29,USA,AZ,Tucson,NA,NA,NA,NA,NA,NA,Shelley,Duncan,David Shelley,215,77,R,R,2007-07-20,2013-04-27,duncs001,duncash01,NA,1979-09-29
dunnad01,1979,11,9,USA,TX,Houston,NA,NA,NA,NA,NA,NA,Adam,Dunn,Adam Troy,285,78,L,R,2001-07-20,2014-09-28,dunna001,dunnad01,NA,1979-11-09
dunnija01,1988,8,12,USA,GA,Fort Stewart,NA,NA,NA,NA,NA,NA,Jake,Dunning,Jake Austin,190,76,R,R,2013-06-16,2014-05-05,dunnj001,dunnija01,NA,1988-08-12
dunnmi01,1985,5,23,USA,NM,Farmington,NA,NA,NA,NA,NA,NA,Mike,Dunn,Michael Glen,215,72,L,L,2009-09-04,2018-07-03,dunnm002,dunnmi01,NA,1985-05-23
dunnsc01,1978,5,23,USA,TX,San Antonio,NA,NA,NA,NA,NA,NA,Scott,Dunn,Scott Allen,180,75,R,R,2004-09-11,2006-04-25,dunns002,dunnsc01,NA,1978-05-23
dunstsh01,1963,3,21,USA,NY,Brooklyn,NA,NA,NA,NA,NA,NA,Shawon,Dunston,Shawon Donnell,175,73,R,R,1985-04-09,2002-09-29,dunss001,dunstsh01,NA,1963-03-21
dunwoto01,1975,4,11,USA,IN,Lafayette,NA,NA,NA,NA,NA,NA,Todd,Dunwoody,Todd Franklin,190,73,L,L,1997-05-10,2002-06-21,dunwt001,dunwoto01,NA,1975-04-11
durange01,1984,8,3,Mexico,Zacatecas,Zacatecas,NA,NA,NA,NA,NA,NA,German,Duran,German,185,70,R,R,2008-04-17,2008-09-28,durag001,durange01,NA,1984-08-03
duranlu01,1986,4,23,Panama,Panama,Panama,NA,NA,NA,NA,NA,NA,Luis,Durango,Luis A.,155,69,B,R,2009-09-15,2011-08-02,dural001,duranlu01,NA,1986-04-23
durazer01,1974,1,23,Mexico,Sonora,Hermosillo,NA,NA,NA,NA,NA,NA,Erubiel,Durazo,Erubiel,240,75,L,L,1999-07-26,2005-05-24,durae001,durazer01,NA,1974-01-23
durbich01,1977,12,3,USA,IL,Spring Valley,NA,NA,NA,NA,NA,NA,Chad,Durbin,Chad Griffin,225,74,R,R,1999-09-26,2013-05-30,durbc001,durbich01,NA,1977-12-03
durbijd01,1982,2,24,USA,OR,Portland,NA,NA,NA,NA,NA,NA,J. D.,Durbin,Joseph Adam,210,72,R,R,2004-09-08,2007-09-20,durbj001,durbijd01,NA,1982-02-24
durhara01,1971,11,30,USA,NC,Charlotte,NA,NA,NA,NA,NA,NA,Ray,Durham,Ray,170,68,B,R,1995-04-26,2008-09-28,durhr001,durhara01,NA,1971-11-30
durocja01,1974,8,18,USA,CT,Hartford,NA,NA,NA,NA,NA,NA,Jayson,Durocher,Jayson Paul,195,75,R,R,2002-06-11,2003-06-13,duroj001,durocja01,NA,1974-08-18
durritr01,1975,8,27,Australia,New South Wales,Sydney,NA,NA,NA,NA,NA,NA,Trent,Durrington,Trent John,185,70,R,R,1999-08-06,2005-09-28,durrt001,durritr01,NA,1975-08-27
duvalad01,1988,9,4,USA,KY,Louisville,NA,NA,NA,NA,NA,NA,Adam,Duvall,Adam Lynn,215,73,R,R,2014-06-26,2018-09-30,duvaa001,duvalad01,NA,1988-09-04
duvalmi01,1974,10,11,USA,VA,Warrenton,NA,NA,NA,NA,NA,NA,Mike,Duvall,Michael Alan,185,72,R,L,1998-09-22,2001-10-04,duvam001,duvalmi01,NA,1974-10-11
dwyerch01,1988,4,10,USA,MA,Boston,NA,NA,NA,NA,NA,NA,Chris,Dwyer,Christopher Paul,210,75,R,L,2013-09-24,2013-09-28,dwyec001,dwyerch01,NA,1988-04-10
dyeje01,1974,1,28,USA,CA,Oakland,NA,NA,NA,NA,NA,NA,Jermaine,Dye,Jermaine Terrell,210,76,R,R,1996-05-17,2009-10-04,dye-j001,dyeje01,NA,1974-01-28
dykstal01,1987,5,21,USA,CA,San Diego,NA,NA,NA,NA,NA,NA,Allan,Dykstra,Allan Christopher,215,77,L,R,2015-04-08,2015-04-23,dyksa001,dykstal01,NA,1987-05-21
dysonja01,1984,8,15,USA,MS,McComb,NA,NA,NA,NA,NA,NA,Jarrod,Dyson,Jarrod Martel,165,70,L,R,2010-09-07,2018-07-04,dysoj001,dysonja01,NA,1984-08-15
dysonsa01,1988,5,7,USA,FL,Tampa,NA,NA,NA,NA,NA,NA,Sam,Dyson,Samuel Isaac,212,73,R,R,2012-07-05,2018-09-28,dysos001,dysonsa01,NA,1988-05-07
easleda01,1969,11,11,USA,NY,New York,NA,NA,NA,NA,NA,NA,Damion,Easley,Jacinto Damion,155,71,R,R,1992-08-13,2008-09-28,easld001,easleda01,NA,1969-11-11
easleed01,1985,12,21,USA,TN,Memphis,NA,NA,NA,NA,NA,NA,Ed,Easley,Edward Michael,215,72,R,R,2015-05-29,2015-10-04,easle001,easleed01,NA,1985-12-21
eatonad01,1977,11,23,USA,WA,Seattle,NA,NA,NA,NA,NA,NA,Adam,Eaton,Adam Thomas,190,74,R,R,2000-05-30,2009-08-24,eatoa001,eatonad01,NA,1977-11-23
eatonad02,1988,12,6,USA,OH,Springfield,NA,NA,NA,NA,NA,NA,Adam,Eaton,Adam Cory,176,69,L,L,2012-09-04,2018-09-29,eatoa002,eatonad02,NA,1988-12-06
echevan01,1971,5,25,USA,CT,Bridgeport,NA,NA,NA,NA,NA,NA,Angel,Echevarria,Angel Santos,215,76,R,R,1996-07-15,2002-09-29,echea001,echevan01,NA,1971-05-25
eckener01,1976,12,17,USA,IL,Waukegan,NA,NA,NA,NA,NA,NA,Eric,Eckenstahler,Eric Ryan,210,79,L,L,2002-09-09,2003-09-21,eckee001,eckener01,NA,1976-12-17
eckstda01,1975,1,20,USA,FL,Sanford,NA,NA,NA,NA,NA,NA,David,Eckstein,David Mark,170,66,R,R,2001-04-03,2010-10-03,ecksd001,eckstda01,NA,1975-01-20
edginjo01,1986,12,17,USA,PA,Lewistown,NA,NA,NA,NA,NA,NA,Josh,Edgin,Joshua Wayne,245,73,R,L,2012-07-13,2017-07-28,edgij001,edginjo01,NA,1986-12-17
edlefst01,1985,6,27,USA,MN,Minneapolis,NA,NA,NA,NA,NA,NA,Steve,Edlefsen,Steven Bradley,195,74,R,R,2011-08-21,2012-06-08,edles001,edlefst01,NA,1985-06-27
edmonji01,1970,6,27,USA,CA,Fullerton,NA,NA,NA,NA,NA,NA,Jim,Edmonds,James Patrick,190,73,L,L,1993-09-09,2010-09-21,edmoj001,edmonji01,NA,1970-06-27
edwarca01,1991,9,3,USA,SC,Newberry,NA,NA,NA,NA,NA,NA,Carl,Edwards,Carl Fleming,170,75,R,R,2015-09-07,2018-09-30,edwac001,edwarca01,NA,1991-09-03
edwarjo02,1988,1,8,USA,IL,Chicago,NA,NA,NA,NA,NA,NA,Jon,Edwards,Jonathan Benjamin,235,77,R,R,2014-08-15,2018-09-27,edwaj001,edwarjo02,NA,1988-01-08
edwarmi02,1976,11,24,USA,NY,Goshen,NA,NA,NA,NA,NA,NA,Mike,Edwards,Michael Donald,180,73,R,R,2003-09-20,2006-07-01,edwam001,edwarmi02,NA,1976-11-24
eflinza01,1994,4,8,USA,FL,Orlando,NA,NA,NA,NA,NA,NA,Zach,Eflin,Zachary Adams,215,78,R,R,2016-06-14,2018-09-24,efliz001,eflinza01,NA,1994-04-08
egberja01,1983,5,12,USA,NY,Staten Island,NA,NA,NA,NA,NA,NA,Jack,Egbert,John Edward,220,75,L,R,2009-04-21,2012-05-28,egbej001,egberja01,NA,1983-05-12
egeco01,1991,5,8,USA,IA,Sioux City,NA,NA,NA,NA,NA,NA,Cody,Ege,Cody Paul,190,73,L,L,2016-04-23,2016-09-30,ege-c001,egeco01,NA,1991-05-08
eibnebr01,1988,12,2,USA,CA,San Diego,NA,NA,NA,NA,NA,NA,Brett,Eibner,Brett William,215,76,R,R,2016-05-27,2017-06-05,eibnb001,eibnebr01,NA,1988-12-02
eickhje01,1990,7,2,USA,IN,Evansville,NA,NA,NA,NA,NA,NA,Jerad,Eickhoff,Jerad Joseph,245,76,R,R,2015-08-21,2018-09-28,eickj001,eickhje01,NA,1990-07-02
eilanda01,1966,7,5,USA,FL,Dade City,NA,NA,NA,NA,NA,NA,Dave,Eiland,David William,210,75,R,R,1988-08-03,2000-09-10,eilad001,eilanda01,NA,1966-07-05
einerda01,1972,9,4,USA,WI,Rhinelander,NA,NA,NA,NA,NA,NA,Darrell,Einertson,Darrell Lee,190,74,R,R,2000-04-15,2000-07-27,eined001,einerda01,NA,1972-09-04
eischjo01,1970,5,25,USA,CA,West Covina,NA,NA,NA,NA,NA,NA,Joey,Eischen,Joseph Raymond,190,73,L,L,1994-06-19,2006-05-29,eiscj001,eischjo01,NA,1970-05-25
ekstrmi01,1983,8,30,USA,OR,Portland,NA,NA,NA,NA,NA,NA,Mike,Ekstrom,Michael Robert,190,72,R,R,2008-09-10,2012-08-12,ekstm001,ekstrmi01,NA,1983-08-30
elartsc01,1976,2,23,USA,CO,Lamar,NA,NA,NA,NA,NA,NA,Scott,Elarton,Vincent Scott,240,79,R,R,1998-06-20,2008-06-28,elars001,elartsc01,NA,1976-02-23
elbersc01,1985,8,13,USA,MO,Joplin,NA,NA,NA,NA,NA,NA,Scott,Elbert,Timothy Scott,225,74,L,L,2008-08-29,2014-09-27,elbes001,elbersc01,NA,1985-08-13
elderda01,1975,9,23,USA,GA,Atlanta,NA,NA,NA,NA,NA,NA,Dave,Elder,David Matthew,180,72,R,R,2002-07-24,2003-05-11,elded001,elderda01,NA,1975-09-23
eldrebr01,1980,7,12,USA,FL,Fort Lauderdale,NA,NA,NA,NA,NA,NA,Brad,Eldred,Bradley Ross,270,78,R,R,2005-07-22,2012-05-02,eldrb001,eldrebr01,NA,1980-07-12
eldreca01,1967,11,24,USA,IA,Cedar Rapids,NA,NA,NA,NA,NA,NA,Cal,Eldred,Calvin John,215,76,R,R,1991-09-24,2005-10-01,eldrc001,eldreca01,NA,1967-11-24
eliasro01,1988,8,1,Cuba,NA,Guantanamo,NA,NA,NA,NA,NA,NA,Roenis,Elias,Roenis,205,73,L,L,2014-04-03,2018-09-30,eliar001,eliasro01,NA,1988-08-01
ellinbr02,1990,8,4,USA,FL,Gainesville,NA,NA,NA,NA,NA,NA,Brian,Ellington,Brian Michael,215,75,R,R,2015-08-03,2017-10-01,ellib001,ellinbr02,NA,1990-08-04
ellisaj01,1981,4,9,USA,MO,Cape Girardeau,NA,NA,NA,NA,NA,NA,A. J.,Ellis,Andrew James,225,74,R,R,2008-09-15,2018-09-30,ellia001,ellisaj01,NA,1981-04-09
ellisja01,1978,4,4,USA,CA,Quincy,NA,NA,NA,NA,NA,NA,Jason,Ellison,Jason Jerome,180,70,R,R,2003-05-09,2008-08-24,ellij001,ellisja01,NA,1978-04-04
ellisma01,1977,6,6,USA,SD,Rapid City,NA,NA,NA,NA,NA,NA,Mark,Ellis,Mark William,190,70,R,R,2002-04-09,2014-09-27,ellim001,ellisma01,NA,1977-06-06
ellisro02,1970,12,15,USA,LA,Baton Rouge,NA,NA,NA,NA,NA,NA,Robert,Ellis,Robert Randolph,220,77,R,R,1996-09-12,2003-08-16,ellir001,ellisro02,NA,1970-12-15
ellsbja01,1983,9,11,USA,OR,Madras,NA,NA,NA,NA,NA,NA,Jacoby,Ellsbury,Jacoby McCabe,195,73,L,L,2007-06-30,2017-09-30,ellsj001,ellsbja01,NA,1983-09-11
elmorja01,1987,6,15,USA,AL,Dothan,NA,NA,NA,NA,NA,NA,Jake,Elmore,Jacob David,180,70,R,R,2012-08-11,2016-10-02,elmoj001,elmorja01,NA,1987-06-15
elsteke01,1964,8,3,USA,CA,San Pedro,NA,NA,NA,NA,NA,NA,Kevin,Elster,Kevin Daniel,180,74,R,R,1986-09-02,2000-10-01,elstk001,elsteke01,NA,1964-08-03
elyjo01,1986,5,13,USA,IL,Harvey,NA,NA,NA,NA,NA,NA,John,Ely,John Daniel,210,74,R,R,2010-04-28,2012-09-16,ely-j001,elyjo01,NA,1986-05-13
emausbr01,1986,3,28,USA,MI,Kalamazoo,NA,NA,NA,NA,NA,NA,Brad,Emaus,Bradley Mark,205,72,R,R,2011-04-01,2011-04-17,emaub001,emausbr01,NA,1986-03-28
embreal01,1970,1,23,USA,OR,The Dalles,NA,NA,NA,NA,NA,NA,Alan,Embree,Alan Duane,185,74,L,L,1992-09-15,2009-07-10,embra001,embreal01,NA,1970-01-23
encared01,1983,1,7,D.R.,La Romana,La Romana,NA,NA,NA,NA,NA,NA,Edwin,Encarnacion,Edwin Elpidio,230,73,R,R,2005-06-24,2018-09-30,encae001,encared01,NA,1983-01-07
encarju01,1976,3,8,D.R.,San Juan,Las Matas de Farfan,NA,NA,NA,NA,NA,NA,Juan,Encarnacion,Juan de Dios,160,74,R,R,1997-09-02,2007-08-30,encaj001,encarju01,NA,1976-03-08
encarma01,1975,9,24,D.R.,Peravia,Bani,2005,10,3,Taiwan,NA,Danshuei,Mario,Encarnacion,Mario,210,74,R,R,2001-08-26,2002-04-14,encam001,encarma01,2005-10-03,1975-09-24
endertr01,1974,12,22,USA,WI,Milwaukee,NA,NA,NA,NA,NA,NA,Trevor,Enders,Trevor Hale,205,73,R,L,2000-09-02,2000-09-29,endet001,endertr01,NA,1974-12-22
engelad01,1991,12,9,USA,OH,Cincinnati,NA,NA,NA,NA,NA,NA,Adam,Engel,Adam Trevor,210,74,R,R,2017-05-27,2018-09-28,engea001,engelad01,NA,1991-12-09
englije01,1984,9,13,USA,CA,Oceanside,NA,NA,NA,NA,NA,NA,Jesse,English,Jesse Logan,220,75,L,L,2010-04-05,2010-04-20,englj001,englije01,NA,1984-09-13
ennisjo01,1979,10,17,USA,CO,Montrose,NA,NA,NA,NA,NA,NA,John,Ennis,John Wayne,220,77,R,R,2002-04-10,2007-09-12,ennij001,ennisjo01,NA,1979-10-17
ennsdi01,1991,5,16,USA,IL,Frankfort,NA,NA,NA,NA,NA,NA,Dietrich,Enns,Dietrich,210,73,L,L,2017-08-10,2017-08-15,ennsd001,ennsdi01,NA,1991-05-16
enrigba01,1986,3,30,USA,CA,Stockton,NA,NA,NA,NA,NA,NA,Barry,Enright,Barry Ryan,220,75,R,R,2010-06-30,2013-05-15,enrib001,enrigba01,NA,1986-03-30
ensbemo01,1975,8,26,USA,CA,Redondo Beach,NA,NA,NA,NA,NA,NA,Morgan,Ensberg,Morgan Paul,210,74,R,R,2000-09-20,2008-05-25,ensbm001,ensbemo01,NA,1975-08-26
eovalna01,1990,2,13,USA,TX,Houston,NA,NA,NA,NA,NA,NA,Nathan,Eovaldi,Nathan Edward,225,74,R,R,2011-08-06,2018-09-29,eovan001,eovalna01,NA,1990-02-13
eppleco01,1985,10,8,USA,PA,Harrisburg,NA,NA,NA,NA,NA,NA,Cody,Eppley,Cody Allen,205,77,R,R,2011-04-23,2013-04-03,epplc001,eppleco01,NA,1985-10-08
erdosto01,1973,11,21,USA,PA,Washington,NA,NA,NA,NA,NA,NA,Todd,Erdos,Todd Michael,205,73,R,R,1997-06-08,2001-10-05,erdot001,erdosto01,NA,1973-11-21
erickma01,1975,7,30,USA,WI,Appleton,NA,NA,NA,NA,NA,NA,Matt,Erickson,Matt,190,71,L,R,2004-07-09,2004-07-18,ericm001,erickma01,NA,1975-07-30
ericksc01,1968,2,2,USA,CA,Long Beach,NA,NA,NA,NA,NA,NA,Scott,Erickson,Scott Gavin,220,76,R,R,1990-06-25,2006-06-08,erics001,ericksc01,NA,1968-02-02
erlinro01,1990,10,8,USA,CA,Oakland,NA,NA,NA,NA,NA,NA,Robbie,Erlin,Robert Joseph,190,72,R,L,2013-04-30,2018-09-25,erlir001,erlinro01,NA,1990-10-08
erstada01,1974,6,4,USA,ND,Jamestown,NA,NA,NA,NA,NA,NA,Darin,Erstad,Darin Charles,195,74,L,L,1996-06-14,2009-10-04,erstd001,erstada01,NA,1974-06-04
ervinph01,1992,7,15,USA,AL,Mobile,NA,NA,NA,NA,NA,NA,Phil,Ervin,Phillip S.,207,70,R,R,2017-04-22,2018-09-30,ervip001,ervinph01,NA,1992-07-15
escaled01,1986,10,6,Venezuela,Vargas,La Guaira,NA,NA,NA,NA,NA,NA,Edgmer,Escalona,Edgmer Eduarado,235,76,R,R,2010-09-10,2013-08-18,escae001,escaled01,NA,1986-10-06
escalfe01,1979,3,12,Venezuela,Carabobo,Puerto Cabello,NA,NA,NA,NA,NA,NA,Felix,Escalona,Felix Eduardo,185,72,R,R,2002-04-04,2005-10-02,escaf001,escalfe01,NA,1979-03-12
escalse01,1984,8,3,Venezuela,Lara,El Tocuyo,NA,NA,NA,NA,NA,NA,Sergio,Escalona,Sergio Luis,215,72,L,L,2009-05-17,2011-09-07,escas001,escalse01,NA,1984-08-03
eschja01,1990,3,27,USA,MN,St. Paul,NA,NA,NA,NA,NA,NA,Jake,Esch,Jacob Otto,205,75,R,R,2016-08-31,2017-04-12,eschj001,eschja01,NA,1990-03-27
escobal01,1978,9,6,Venezuela,Carabobo,Valencia,NA,NA,NA,NA,NA,NA,Alex,Escobar,Alexander Jose,185,73,R,R,2001-05-08,2006-08-25,escoa002,escobal01,NA,1978-09-06
escobal02,1986,12,16,Venezuela,Vargas,La Sabana,NA,NA,NA,NA,NA,NA,Alcides,Escobar,Alcides,205,73,R,R,2008-09-03,2018-09-30,escoa003,escobal02,NA,1986-12-16
escobed01,1989,1,5,Venezuela,Aragua,Villa de Cura,NA,NA,NA,NA,NA,NA,Eduardo,Escobar,Eduardo Jose,185,70,B,R,2011-09-02,2018-09-29,escoe001,escobed01,NA,1989-01-05
escobed02,1992,4,22,Venezuela,Miranda,La Boyera,NA,NA,NA,NA,NA,NA,Edwin,Escobar,Edwin Jose,225,74,L,L,2014-08-27,2016-09-26,escoe002,escobed02,NA,1992-04-22
escobke01,1976,4,11,Venezuela,Vargas,La Guaira,NA,NA,NA,NA,NA,NA,Kelvim,Escobar,Kelvim Jose,205,73,R,R,1997-06-29,2009-06-06,escok001,escobke01,NA,1976-04-11
escobyu01,1982,11,2,Cuba,La Habana,La Habana,NA,NA,NA,NA,NA,NA,Yunel,Escobar,Yunel,215,74,R,R,2007-06-02,2017-08-06,escoy001,escobyu01,NA,1982-11-02
espinda01,1987,4,25,USA,CA,Santa Ana,NA,NA,NA,NA,NA,NA,Danny,Espinosa,Daniel Richard,205,72,B,R,2010-09-01,2017-09-15,espid001,espinda01,NA,1987-04-25
espinge01,1982,9,8,USA,TX,Houston,NA,NA,NA,NA,NA,NA,Geno,Espineli,Eugene MacAlalag,195,76,L,L,2008-07-20,2008-09-24,espig001,espinge01,NA,1982-09-08
espinpa01,1987,1,10,Panama,Panama,Panama,NA,NA,NA,NA,NA,NA,Paolo,Espino,Paolo Alesandro,215,70,R,R,2017-05-19,2017-09-30,espip001,espinpa01,NA,1987-01-10
esposbr01,1979,2,24,USA,NY,Staten Island,NA,NA,NA,NA,NA,NA,Brian,Esposito,Brian James,210,73,R,R,2007-06-02,2010-09-30,espob001,esposbr01,NA,1979-02-24
esposmi01,1981,9,27,USA,CA,Los Angeles,NA,NA,NA,NA,NA,NA,Mike,Esposito,Michael Anthony,190,72,R,R,2005-09-21,2005-10-01,espom001,esposmi01,NA,1981-09-27
estalbo02,1974,8,23,USA,FL,Hialeah,NA,NA,NA,NA,NA,NA,Bobby,Estalella,Robert M.,200,73,R,R,1996-09-17,2004-06-06,estab001,estalbo02,NA,1974-08-23
estessh01,1973,2,18,USA,CA,San Bernardino,NA,NA,NA,NA,NA,NA,Shawn,Estes,Aaron Shawn,185,74,R,L,1995-09-16,2008-09-24,estes001,estessh01,NA,1973-02-18
estevca01,1992,12,28,D.R.,Distrito Nacional,Santo Domingo,NA,NA,NA,NA,NA,NA,Carlos,Estevez,Carlos Samuel,210,76,R,R,2016-04-23,2017-10-01,estec001,estevca01,NA,1992-12-28
estraho01,1975,10,19,Venezuela,Carabobo,San Joaquin,NA,NA,NA,NA,NA,NA,Horacio,Estrada,Horacio,185,73,L,L,1999-05-04,2001-07-21,estrh001,estraho01,NA,1975-10-19
estrajo01,1976,6,27,USA,CA,Hayward,NA,NA,NA,NA,NA,NA,Johnny,Estrada,Johnny Pulado,209,71,B,R,2001-05-15,2008-07-24,estrj001,estrajo01,NA,1976-06-27
estrama01,1983,7,5,Mexico,Sonora,Sonora,NA,NA,NA,NA,NA,NA,Marco,Estrada,Marco Rene,180,72,R,R,2008-08-20,2018-09-24,estrm001,estrama01,NA,1983-07-05
estrele01,1975,2,20,D.R.,Puerto Plata,Puerto Plata,NA,NA,NA,NA,NA,NA,Leo,Estrella,Leoncio,185,73,R,R,2000-07-18,2004-04-07,estrl001,estrele01,NA,1975-02-20
etherse01,1976,10,17,USA,CA,Laguna Beach,NA,NA,NA,NA,NA,NA,Seth,Etherton,Seth Michael,195,73,R,R,2000-05-26,2006-06-03,ethes001,etherse01,NA,1976-10-17
ethiean01,1982,4,10,USA,AZ,Phoenix,NA,NA,NA,NA,NA,NA,Andre,Ethier,Andre Everett,210,74,L,L,2006-05-02,2017-10-01,ethia001,ethiean01,NA,1982-04-10
eusebto01,1967,4,27,D.R.,San Pedro de Macoris,Los Llanos,NA,NA,NA,NA,NA,NA,Tony,Eusebio,Raul Antonio Bare,180,74,R,R,1991-08-08,2001-10-07,euset001,eusebto01,NA,1967-04-27
evansni01,1986,1,30,USA,AZ,Glendale,NA,NA,NA,NA,NA,NA,Nick,Evans,Nicholas R.,220,74,R,R,2008-05-24,2014-07-27,evann001,evansni01,NA,1986-01-30
evansph01,1992,9,10,USA,CA,Carlsbad,NA,NA,NA,NA,NA,NA,Phillip,Evans,Phillip Matthew,223,70,R,R,2017-09-08,2018-08-01,evanp001,evansph01,NA,1992-09-10
evanste01,1982,1,19,USA,GA,Dublin,NA,NA,NA,NA,NA,NA,Terry,Evans,Michael Terry,210,76,R,R,2007-06-17,2010-04-09,evant002,evanste01,NA,1982-01-19
evansto01,1974,7,9,USA,WA,Kirkland,NA,NA,NA,NA,NA,NA,Tom,Evans,Thomas John,200,73,R,R,1997-09-02,2000-05-10,evant001,evansto01,NA,1974-07-09
evelada01,1983,10,29,USA,WA,Olympia,NA,NA,NA,NA,NA,NA,Dana,Eveland,Dana James,235,73,L,L,2005-07-16,2016-09-27,eveld001,evelada01,NA,1983-10-29
everead01,1977,2,2,USA,GA,Austell,NA,NA,NA,NA,NA,NA,Adam,Everett,Jeffrey Adam,180,72,R,R,2001-08-30,2011-06-26,evera001,everead01,NA,1977-02-02
evereca01,1971,6,3,USA,FL,Tampa,NA,NA,NA,NA,NA,NA,Carl,Everett,Carl Edward,181,72,B,R,1993-07-01,2006-07-25,everc001,evereca01,NA,1971-06-03
everito01,1983,4,20,USA,CA,Santa Rosa,NA,NA,NA,NA,NA,NA,Tommy,Everidge,Thomas James,275,72,R,R,2009-07-28,2009-08-26,evert001,everito01,NA,1983-04-20
exposlu01,1987,1,20,USA,FL,Miami,NA,NA,NA,NA,NA,NA,Luis,Exposito,Luis,210,75,R,R,2012-05-04,2012-09-09,expol001,exposlu01,NA,1987-01-20
eyresc01,1972,5,30,USA,CA,Inglewood,NA,NA,NA,NA,NA,NA,Scott,Eyre,Scott Alan,160,73,L,L,1997-08-01,2009-10-04,eyres001,eyresc01,NA,1972-05-30
eyrewi01,1978,7,21,USA,CA,Fountain Valley,NA,NA,NA,NA,NA,NA,Willie,Eyre,William Mays,235,72,R,R,2006-04-06,2011-09-28,eyrew001,eyrewi01,NA,1978-07-21
fabrejo01,1970,3,13,USA,FL,Miami,NA,NA,NA,NA,NA,NA,Jorge,Fabregas,Jorge,205,75,L,R,1994-04-24,2002-09-27,fabrj001,fabrejo01,NA,1970-03-13
faheybr01,1981,1,18,USA,TX,Dallas,NA,NA,NA,NA,NA,NA,Brandon,Fahey,Brandon Michael,160,74,L,R,2006-04-30,2008-09-28,faheb001,faheybr01,NA,1981-01-18
falkebr01,1978,1,18,USA,CA,Newport Beach,NA,NA,NA,NA,NA,NA,Brian,Falkenborg,Brian Thomas,235,79,R,R,1999-10-01,2008-09-05,falkb001,falkebr01,NA,1978-01-18
faluir01,1983,6,6,P.R.,NA,Hato Rey,NA,NA,NA,NA,NA,NA,Irving,Falu,Irving,185,69,B,R,2012-05-06,2014-07-12,falui001,faluir01,NA,1983-06-06
familje01,1989,10,10,D.R.,Distrito Nacional,Santo Domingo,NA,NA,NA,NA,NA,NA,Jeurys,Familia,Jeurys,240,75,R,R,2012-09-04,2018-09-29,famij001,familje01,NA,1989-10-10
fariaja01,1993,7,30,USA,CA,La Palma,NA,NA,NA,NA,NA,NA,Jake,Faria,Jacob Daniel,235,76,R,R,2017-06-07,2018-09-25,farij001,fariaja01,NA,1993-07-30
farmebu01,1991,2,20,USA,GA,Conyers,NA,NA,NA,NA,NA,NA,Buck,Farmer,George Runie,232,76,L,R,2014-08-13,2018-09-29,farmb001,farmebu01,NA,1991-02-20
farmeky01,1990,8,17,USA,GA,Atlanta,NA,NA,NA,NA,NA,NA,Kyle,Farmer,James Kyle,214,72,R,R,2017-07-30,2018-09-30,farmk001,farmeky01,NA,1990-08-17
farnsje01,1975,10,6,USA,KS,Wichita,NA,NA,NA,NA,NA,NA,Jeff,Farnsworth,Jeffrey Ellis,190,74,R,R,2002-04-03,2002-09-28,farnj001,farnsje01,NA,1975-10-06
farnsky01,1976,4,14,USA,KS,Wichita,NA,NA,NA,NA,NA,NA,Kyle,Farnsworth,Kyle Lynn,230,76,R,R,1999-04-29,2014-06-25,farnk001,farnsky01,NA,1976-04-14
farquda01,1987,2,17,USA,FL,Pembroke Pines,NA,NA,NA,NA,NA,NA,Danny,Farquhar,Daniel Andres,185,69,R,R,2011-09-13,2018-04-20,farqd001,farquda01,NA,1987-02-17
farrelu01,1991,6,7,USA,OH,Westlake,NA,NA,NA,NA,NA,NA,Luke,Farrell,Luke Thomas,210,78,L,R,2017-07-01,2018-07-23,farrl001,farrelu01,NA,1991-06-07
