playerID,yearID,stint,teamID,lgID,G,AB,R,H,X2B,X3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP
bogaexa01,2016,1,BOS,AL,157,652,115,192,34,1,21,89,13,4,58,123,0,6,0,3,14
bolsimi01,2016,1,LAN,NL,6,9,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
bonifem01,2016,1,ATL,NL,24,38,6,8,0,0,0,3,1,0,3,12,0,0,2,0,0
borboju01,2016,1,BAL,AL,6,13,1,4,0,0,0,0,0,1,0,3,0,0,2,0,0
boscawi01,2016,1,PIT,NL,6,3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
boshebu01,2016,1,MIN,AL,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bourjpe01,2016,1,PHI,NL,123,355,40,89,20,7,5,23,6,4,17,91,2,4,6,1,6
bourju01,2016,1,MIA,NL,90,280,35,74,12,1,15,51,0,0,38,56,9,0,0,3,8
bournmi01,2016,1,ARI,NL,89,329,43,86,12,6,3,30,13,5,22,83,0,0,6,1,3
bournmi01,2016,2,BAL,AL,24,46,5,13,1,0,2,8,2,0,6,9,0,0,2,1,0
bowmama01,2016,1,SLN,NL,59,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
boxbebr01,2016,1,TBA,AL,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boydma01,2016,1,DET,AL,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boyerbl01,2016,1,MIL,NL,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brachbr01,2016,1,BAL,AL,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brachsi01,2016,1,ARI,NL,26,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
bradlar01,2016,1,ARI,NL,26,43,2,3,0,0,0,4,0,0,0,28,0,0,4,1,0
bradlja02,2016,1,BOS,AL,156,558,94,149,30,7,26,87,9,2,63,143,5,10,0,5,10
bradlje01,2016,1,ATL,NL,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brantmi02,2016,1,CLE,AL,11,39,5,9,2,0,0,7,1,0,3,6,1,0,0,1,1
braulst01,2016,1,PIT,NL,8,8,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0
braunry02,2016,1,MIL,NL,135,511,80,156,23,3,30,91,16,5,46,98,10,4,0,3,20
bregmal01,2016,1,HOU,AL,49,201,31,53,13,3,8,34,2,0,15,52,0,0,0,1,1
brentbr01,2016,1,BOS,AL,25,61,8,17,3,0,1,7,0,0,3,17,0,0,0,0,1
breslcr01,2016,1,MIA,NL,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
briceau01,2016,1,MIA,NL,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bridwpa01,2016,1,BAL,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brignre01,2016,1,ATL,NL,13,29,3,6,2,0,0,1,0,0,0,8,0,0,0,0,0
britoso01,2016,1,ARI,NL,40,95,10,17,3,1,4,12,2,0,2,23,0,0,0,0,3
brittza01,2016,1,BAL,AL,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
broadmi01,2016,1,SFN,NL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
browntr01,2016,1,SFN,NL,75,173,17,41,7,0,5,19,0,1,10,39,0,1,0,0,2
broxtjo01,2016,1,SLN,NL,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
broxtke01,2016,1,MIL,NL,75,207,28,50,10,1,9,19,23,4,36,88,0,0,1,0,2
bruceja01,2016,1,CIN,NL,97,370,60,98,22,6,25,80,4,2,27,83,3,2,0,3,11
bruceja01,2016,2,NYN,NL,50,169,14,37,5,0,8,19,0,0,17,43,4,1,0,0,3
bryankr01,2016,1,CHN,NL,155,603,121,176,35,3,39,102,8,5,75,154,5,18,0,3,3
buchaja01,2016,1,CHN,NL,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
buchhcl01,2016,1,BOS,AL,37,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
buchtry01,2016,1,SDN,NL,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bumgama01,2016,1,SFN,NL,36,86,8,16,6,0,3,9,0,0,10,43,0,0,0,1,1
bundydy01,2016,1,BAL,AL,36,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
burgoen02,2016,1,ARI,NL,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burnese01,2016,1,WAS,NL,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burnsan01,2016,1,TOR,AL,10,6,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0
burnsbi02,2016,1,OAK,AL,73,274,32,64,11,4,0,12,14,3,10,30,2,4,3,1,3
burnsbi02,2016,2,KCA,AL,24,37,7,9,0,0,0,1,3,2,0,7,0,2,0,1,0
burriem01,2016,1,PHI,NL,39,45,3,5,1,1,0,0,1,0,2,10,0,2,1,0,1
buschma01,2016,1,ARI,NL,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bushma01,2016,1,TEX,AL,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bussni01,2016,1,LAA,AL,36,81,7,16,7,1,1,8,2,1,6,24,0,0,1,2,4
buterdr01,2016,1,KCA,AL,56,123,18,35,10,1,4,16,0,0,8,36,0,0,2,0,2
butlebi03,2016,1,OAK,AL,85,221,24,61,16,0,4,31,0,0,19,34,1,0,0,2,13
butlebi03,2016,2,NYA,AL,12,29,3,10,2,0,1,4,0,0,2,8,0,0,0,1,0
butleed01,2016,1,COL,NL,17,15,0,1,0,0,0,0,0,0,0,2,0,0,4,0,0
buxtoby01,2016,1,MIN,AL,92,298,44,67,19,6,10,38,10,2,23,118,0,3,4,3,2
byrdma01,2016,1,CLE,AL,34,115,11,31,6,0,5,19,0,0,11,38,1,0,0,3,1
cabreas01,2016,1,NYN,NL,141,521,65,146,30,1,23,62,5,1,38,103,3,7,0,2,14
cabrema01,2016,1,ATL,NL,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cabreme01,2016,1,CHA,AL,151,591,70,175,42,5,14,86,2,0,47,69,2,0,3,5,17
cabremi01,2016,1,DET,AL,158,595,92,188,31,1,38,108,0,0,75,116,15,4,0,5,26
cabrera01,2016,1,CIN,NL,61,171,11,42,10,0,3,23,1,1,8,30,1,1,2,3,5
cahiltr01,2016,1,CHN,NL,51,8,1,1,0,0,0,1,0,0,1,4,0,0,2,0,0
cainlo01,2016,1,KCA,AL,103,397,56,114,19,1,9,56,14,5,31,84,3,2,0,4,15
cainma01,2016,1,SFN,NL,21,27,1,2,1,0,1,5,0,0,0,17,0,0,1,0,0
calhoko01,2016,1,LAA,AL,157,594,91,161,35,5,18,75,2,3,67,118,0,6,0,5,10
caminar01,2016,1,PIT,NL,39,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
caminar01,2016,2,SEA,AL,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
campber01,2016,1,NYN,NL,40,75,9,13,1,0,1,9,1,0,10,24,1,2,0,1,2
campojo01,2016,1,ARI,NL,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
campole01,2016,1,SDN,NL,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
candeje01,2016,1,CHN,NL,5,11,0,1,0,0,0,0,0,0,2,5,1,1,0,0,0
canhama01,2016,1,OAK,AL,16,41,4,5,0,0,3,6,0,1,0,20,0,1,1,1,1
canoro01,2016,1,SEA,AL,161,655,107,195,33,2,39,103,0,1,47,100,8,8,0,5,18
capuach01,2016,1,MIL,NL,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
carasma01,2016,1,COL,NL,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cardust01,2016,1,COL,NL,27,56,5,12,3,1,2,6,0,0,3,12,0,0,0,0,2
carmofa01,2016,1,ATL,NL,2,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
carpema01,2016,1,SLN,NL,129,473,81,128,36,6,21,68,0,4,81,108,6,5,3,4,4
carraca01,2016,1,CLE,AL,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carreez01,2016,1,TOR,AL,110,270,47,67,9,1,6,23,7,4,27,70,0,4,7,2,8
carrosc02,2016,1,CHA,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cartech02,2016,1,MIL,NL,160,549,84,122,27,1,41,94,3,1,76,206,1,9,0,10,18
casalcu01,2016,1,TBA,AL,84,226,23,42,10,0,8,25,0,0,25,82,1,2,3,0,2
cashnan01,2016,1,SDN,NL,16,18,2,3,0,0,0,1,0,0,2,6,0,0,2,0,0
cashnan01,2016,2,MIA,NL,12,16,1,3,0,0,0,0,0,0,1,7,0,0,1,0,0
casteni01,2016,1,DET,AL,110,411,54,117,25,4,18,58,1,1,28,111,1,3,0,5,4
castiru01,2016,1,BOS,AL,9,8,4,2,1,0,0,0,0,0,0,3,0,0,0,0,0
castiwe01,2016,1,ARI,NL,113,416,41,110,24,0,14,68,2,0,33,121,3,4,0,4,5
castrda01,2016,1,ATL,NL,47,130,8,26,1,0,0,7,1,1,7,24,1,0,2,0,4
castrja01,2016,1,HOU,AL,113,329,41,69,16,3,11,32,2,1,45,123,0,1,1,0,9
castrmi01,2016,1,COL,NL,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
castrst01,2016,1,NYA,AL,151,577,63,156,29,1,21,70,4,0,24,118,1,3,1,5,15
cecchga02,2016,1,NYN,NL,4,6,2,2,2,0,0,2,0,0,0,2,0,1,0,0,0
cecilbr01,2016,1,TOR,AL,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cecilda01,2016,1,TOR,AL,13,27,2,3,2,0,0,1,0,0,1,14,0,1,0,0,0
cedenxa01,2016,1,TBA,AL,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
centeju01,2016,1,MIN,AL,55,176,16,46,12,1,3,25,0,0,12,38,0,1,3,0,8
cervefr01,2016,1,PIT,NL,101,326,42,86,14,1,1,33,6,2,56,72,1,6,0,5,14
cervehu01,2016,1,ATL,NL,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cervehu01,2016,2,MIA,NL,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cespeyo01,2016,1,NYN,NL,132,479,72,134,25,1,31,86,3,1,51,108,8,7,0,6,14
cessalu01,2016,1,NYA,AL,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chacijh01,2016,1,ATL,NL,5,8,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0
chacijh01,2016,2,LAA,AL,29,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
chafian01,2016,1,ARI,NL,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chambjo03,2016,1,CLE,AL,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chapmar01,2016,1,NYA,AL,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chapmar01,2016,2,CHN,NL,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chapmke02,2016,1,HOU,AL,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chargjt01,2016,1,MIN,AL,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chatwty01,2016,1,COL,NL,27,53,3,10,0,1,0,4,0,0,2,14,0,0,3,0,1
chaveje01,2016,1,TOR,AL,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chaveje01,2016,2,LAN,NL,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chenwe02,2016,1,MIA,NL,22,44,0,0,0,0,0,0,0,0,0,18,0,0,5,0,2
chiriro01,2016,1,TEX,AL,57,147,21,33,11,0,9,20,0,1,15,44,0,5,1,2,4
chiselo01,2016,1,CLE,AL,126,385,43,110,25,5,8,57,6,0,23,70,2,3,3,4,4
choiji01,2016,1,LAA,AL,54,112,9,19,4,0,5,12,2,4,16,27,1,0,0,1,2
choosh01,2016,1,TEX,AL,48,178,27,43,7,0,7,17,6,3,25,46,1,7,0,0,1
cingrto01,2016,1,CIN,NL,65,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
cishest01,2016,1,SEA,AL,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
claudal01,2016,1,TEX,AL,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clemepa02,2016,1,MIA,NL,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
clemepa02,2016,2,SDN,NL,16,19,1,0,0,0,0,0,0,0,1,9,0,0,1,0,1
clevest01,2016,1,SEA,AL,22,68,7,15,3,0,1,7,0,0,8,14,0,0,0,0,3
clevimi01,2016,1,CLE,AL,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clippty01,2016,1,ARI,NL,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clippty01,2016,2,NYA,AL,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
coatsja01,2016,1,CHA,AL,28,50,8,10,4,0,1,4,1,0,5,12,0,2,1,0,1
cobbal01,2016,1,TBA,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
coghlch01,2016,1,OAK,AL,51,158,14,23,5,0,5,14,1,1,13,47,1,1,0,0,2
coghlch01,2016,2,CHN,NL,48,103,21,26,7,2,1,16,1,0,22,26,2,2,0,1,2
cokeph01,2016,1,NYA,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cokeph01,2016,2,PIT,NL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
colabch01,2016,1,TOR,AL,10,29,0,2,0,0,0,1,0,0,2,9,0,1,0,0,2
coleaj01,2016,1,WAS,NL,8,7,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1
colege01,2016,1,PIT,NL,21,40,3,8,1,0,1,3,0,0,0,19,0,1,2,0,0
colemlo01,2016,1,LAN,NL,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
collity01,2016,1,DET,AL,56,136,14,32,2,3,4,15,1,1,13,38,0,1,0,1,1
collmjo01,2016,1,ARI,NL,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
collmjo01,2016,2,ATL,NL,3,6,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0
colomal01,2016,1,TBA,AL,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
colonba01,2016,1,NYN,NL,34,60,4,5,2,0,1,2,0,0,1,40,0,0,4,0,3
colonch01,2016,1,KCA,AL,54,147,13,34,6,0,1,13,0,1,11,31,0,2,1,0,4
colonjo01,2016,1,CLE,AL,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
concege01,2016,1,CHN,NL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
confomi01,2016,1,NYN,NL,109,304,38,67,21,1,12,42,2,1,36,89,2,5,0,3,6
congeha01,2016,1,TBA,AL,49,124,6,24,5,0,3,10,0,0,12,40,0,0,1,0,4
conlead01,2016,1,MIA,NL,25,41,4,5,0,0,0,3,0,0,1,22,0,0,4,1,1
contrwi01,2016,1,CHN,NL,76,252,33,71,14,1,12,35,2,2,26,67,0,4,0,1,7
corbipa01,2016,1,ARI,NL,38,49,7,15,3,1,0,4,0,1,1,14,0,0,3,0,0
correca01,2016,1,HOU,AL,153,577,76,158,36,3,20,96,13,3,75,139,5,5,0,3,12
cosarja01,2016,1,MIA,NL,4,6,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
cosarja01,2016,2,SDN,NL,9,10,1,1,0,0,0,0,0,0,0,4,0,0,1,0,0
cothaca01,2016,1,CIN,NL,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cottojh01,2016,1,OAK,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
couloda01,2016,1,OAK,AL,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cowarka01,2016,1,LAA,AL,31,85,8,15,4,0,1,8,0,0,0,23,0,1,0,1,1
cowgico01,2016,1,CLE,AL,9,12,0,1,0,0,0,0,0,0,2,7,0,0,0,0,1
cozarza01,2016,1,CIN,NL,121,464,67,117,28,2,16,50,4,1,37,84,3,2,1,4,9
cravyty01,2016,1,MIL,NL,20,4,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0
crawfbr01,2016,1,SFN,NL,155,553,67,152,28,11,12,84,7,0,57,115,10,4,0,9,13
crawfca02,2016,1,LAN,NL,30,81,8,15,2,1,0,6,0,1,4,11,0,1,0,1,3
crispco01,2016,1,OAK,AL,102,393,45,92,24,4,11,47,7,5,37,65,2,0,2,2,6
crispco01,2016,2,CLE,AL,20,53,9,11,3,0,2,8,3,0,9,13,0,0,2,0,1
crockky01,2016,1,CLE,AL,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
croncj01,2016,1,LAA,AL,116,407,51,113,25,2,16,69,2,3,24,75,1,7,0,5,9
cruzne02,2016,1,SEA,AL,155,589,96,169,27,1,43,105,2,0,62,159,5,9,0,7,15
cruzto03,2016,1,KCA,AL,4,4,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0
cuetojo01,2016,1,SFN,NL,32,70,1,8,0,0,0,5,0,0,2,24,0,0,11,1,2
cuevawi01,2016,1,BOS,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
culbech01,2016,1,LAN,NL,34,67,6,20,3,0,1,7,1,0,1,13,0,0,0,0,2
cunnibr02,2016,1,ATL,NL,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cunnito01,2016,1,LAA,AL,20,27,5,4,3,0,0,1,0,1,1,6,0,0,1,0,1
curtiza01,2016,1,ARI,NL,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cuthbch01,2016,1,KCA,AL,128,475,49,130,28,1,12,46,2,0,32,96,0,0,1,2,14
dahlda01,2016,1,COL,NL,63,222,42,70,12,4,7,24,5,0,15,59,0,0,0,0,3
danisty01,2016,1,CHA,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
danksjo01,2016,1,CHA,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
darnach01,2016,1,ATL,NL,84,233,24,57,14,2,1,21,9,3,23,50,1,3,0,3,5
darnatr01,2016,1,NYN,NL,75,251,27,62,7,0,4,15,0,0,19,50,1,3,2,1,7
darviyu01,2016,1,TEX,AL,17,3,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1
davidma02,2016,1,CHA,AL,1,2,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
davieza01,2016,1,MIL,NL,28,53,2,5,0,0,0,1,0,0,1,22,0,0,7,0,0
davisch02,2016,1,BAL,AL,157,566,99,125,21,0,38,84,1,0,88,219,3,8,0,3,6
davisik02,2016,1,NYA,AL,8,14,2,3,0,0,0,1,0,0,1,5,0,0,0,0,1
daviskh01,2016,1,OAK,AL,150,555,85,137,24,2,42,102,1,2,42,166,0,8,0,5,19
davisra01,2016,1,CLE,AL,134,454,74,113,23,2,12,48,43,6,33,106,0,5,1,2,9
daviswa01,2016,1,KCA,AL,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
daytogr01,2016,1,LAN,NL,25,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
deanpa02,2016,1,MIN,AL,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deazaal01,2016,1,NYN,NL,130,234,31,48,9,0,6,25,4,3,26,67,1,5,1,1,5
deckeja01,2016,1,TBA,AL,19,52,1,8,1,0,0,1,1,0,4,14,0,0,0,1,1
degroja01,2016,1,NYN,NL,27,42,6,6,1,0,0,2,0,0,3,12,0,0,5,0,1
dejesiv02,2016,1,CIN,NL,104,221,21,56,10,0,1,20,3,1,17,51,1,2,2,1,6
delabst01,2016,1,CIN,NL,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
delacjo01,2016,1,ATL,NL,22,16,0,3,0,0,0,1,0,0,0,8,0,0,2,0,1
delarjo01,2016,1,COL,NL,27,38,4,7,0,0,0,6,0,0,2,14,0,1,1,0,0
delarru01,2016,1,ARI,NL,13,14,0,1,0,0,0,1,0,0,0,3,0,0,3,0,1
deleojo03,2016,1,LAN,NL,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
delgara01,2016,1,ARI,NL,79,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
delosab01,2016,1,CIN,NL,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dendema01,2016,1,WAS,NL,19,34,3,6,1,0,1,4,1,0,4,10,0,1,0,0,0
dermoma01,2016,1,TOR,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
descada01,2016,1,COL,NL,99,250,38,66,12,2,8,38,3,0,34,56,3,1,0,4,2
desclan01,2016,1,CIN,NL,20,41,0,5,1,0,0,1,0,0,1,22,0,0,1,0,1
deshide02,2016,1,TEX,AL,74,182,36,38,7,0,4,13,8,3,15,54,0,2,3,1,1
desmoia01,2016,1,TEX,AL,156,625,107,178,29,3,22,86,21,6,44,160,2,5,0,3,11
despaod01,2016,1,BAL,AL,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
despaod01,2016,2,MIA,NL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
detwiro01,2016,1,CLE,AL,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
detwiro01,2016,2,OAK,AL,9,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
devench02,2016,1,HOU,AL,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
diamosc01,2016,1,TOR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
diazal02,2016,1,SLN,NL,111,404,71,121,28,3,17,65,4,4,41,60,6,7,2,6,10
diazda01,2016,1,CIN,NL,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
diazed04,2016,1,SEA,AL,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
diazel01,2016,1,PIT,NL,1,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
diazju03,2016,1,CIN,NL,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dickeal01,2016,1,SDN,NL,84,253,39,65,16,2,10,37,5,1,26,44,2,4,0,2,5
dickeco01,2016,1,TBA,AL,148,510,57,125,36,3,24,70,0,2,33,134,6,2,0,2,12
dickera01,2016,1,TOR,AL,31,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
diekmja01,2016,1,TEX,AL,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dietrde01,2016,1,MIA,NL,128,351,39,98,20,5,7,42,1,0,32,84,2,24,0,5,6
difowi01,2016,1,WAS,NL,31,58,14,16,3,0,1,7,3,0,8,12,1,0,0,0,0
dominjo01,2016,1,SDN,NL,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dominma01,2016,1,TOR,AL,5,11,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0
donaljo02,2016,1,TOR,AL,155,577,122,164,32,5,37,99,7,1,109,119,6,9,2,3,16
doolise01,2016,1,OAK,AL,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
doziebr01,2016,1,MIN,AL,155,615,104,165,35,5,42,99,18,2,61,138,6,8,2,5,12
doziehu01,2016,1,KCA,AL,8,19,4,4,1,0,0,1,0,0,2,8,0,0,0,0,0
drabeky01,2016,1,ARI,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
drakeol01,2016,1,BAL,AL,14,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
drewst01,2016,1,WAS,NL,70,143,24,38,11,1,8,21,0,1,16,31,0,2,0,4,3
drurybr01,2016,1,ARI,NL,134,461,59,130,31,1,16,53,1,1,31,100,2,3,0,4,14
dudalu01,2016,1,NYN,NL,47,153,20,35,7,0,7,23,0,0,15,36,2,2,0,2,1
duensbr01,2016,1,BAL,AL,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
duffety01,2016,1,MIN,AL,26,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
duffyda01,2016,1,KCA,AL,42,5,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0
duffyma01,2016,1,SFN,NL,70,257,32,65,11,2,4,21,8,4,20,40,0,4,2,3,9
duffyma01,2016,2,TBA,AL,21,76,9,21,3,0,1,7,0,1,3,13,0,0,0,1,4
duffyma02,2016,1,HOU,AL,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
dukeza01,2016,1,CHA,AL,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dukeza01,2016,2,SLN,NL,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dullry01,2016,1,OAK,AL,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dunnmi01,2016,1,MIA,NL,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
duvalad01,2016,1,CIN,NL,150,552,85,133,31,6,33,103,6,5,41,164,1,6,0,8,7
dysonja01,2016,1,KCA,AL,107,299,46,83,14,8,1,25,30,7,26,39,2,3,8,1,4
dysonsa01,2016,1,TEX,AL,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eatonad02,2016,1,CHA,AL,157,619,91,176,29,9,14,59,14,5,63,115,2,14,7,3,6
edginjo01,2016,1,NYN,NL,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
edwarca01,2016,1,CHN,NL,37,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
eflinza01,2016,1,PHI,NL,11,23,2,6,2,0,0,0,0,0,0,8,0,0,0,0,2
egeco01,2016,1,MIA,NL,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
egeco01,2016,2,LAA,AL,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eibnebr01,2016,1,KCA,AL,26,78,11,18,6,0,3,10,0,0,6,23,1,0,1,0,1
eibnebr01,2016,2,OAK,AL,44,109,10,18,4,1,3,12,0,2,13,27,0,0,0,1,2
eickhje01,2016,1,PHI,NL,33,61,4,8,3,0,0,5,0,0,1,12,0,0,0,0,3
eliasro01,2016,1,BOS,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ellinbr02,2016,1,MIA,NL,32,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ellisaj01,2016,1,LAN,NL,53,139,8,27,5,0,1,13,1,1,16,24,2,2,3,1,5
ellisaj01,2016,2,PHI,NL,11,32,3,10,3,0,1,9,1,0,3,7,0,0,0,0,0
ellsbja01,2016,1,NYA,AL,148,551,71,145,24,5,9,56,20,8,54,84,1,2,4,3,11
elmorja01,2016,1,MIL,NL,59,78,7,17,2,0,0,4,2,3,17,17,1,2,2,0,1
encared01,2016,1,TOR,AL,160,601,99,158,34,0,42,127,2,0,87,138,3,5,0,8,22
eovalna01,2016,1,NYA,AL,24,5,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0
erlinro01,2016,1,SDN,NL,3,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
eschja01,2016,1,MIA,NL,3,5,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0
escobal02,2016,1,KCA,AL,162,637,57,166,24,6,7,55,17,4,27,96,2,3,10,5,16
